campaign_id,sender,subject_len,body_len,mean_paragraph_len,day_of_week,is_weekend,times_of_day,category,product,no_of_CTA,mean_CTA_len,is_image,is_personalised,is_quote,is_timer,is_emoticons,is_discount,is_price,is_urgency,target_audience,click_rate
90,3,83,7094,22,6,1,Morning,1,5,3,19,1,0,1,0,0,0,0,0,12,0.205111821086262
91,3,88,5727,30,5,1,Noon,1,5,3,22,2,0,0,0,0,0,0,0,12,0.1906040268456376
92,3,64,10849,26,3,0,Evening,1,5,4,21,1,0,1,0,0,0,0,0,1,0.0024472891566265057
93,3,94,15119,24,3,0,Evening,1,5,8,29,1,0,1,0,0,0,0,0,10,0.003381720720234562
94,3,90,13392,24,3,0,Evening,1,5,2,21,2,0,1,0,0,0,0,0,10,0.006842032268503537
95,3,80,18718,11,3,0,Evening,15,13,9,33,1,0,1,0,1,0,0,1,12,0.0036256798149653063
96,3,86,19046,16,2,0,Evening,1,5,5,19,1,0,1,0,0,0,0,0,16,0.0013888656481651914
97,3,84,1703,112,2,0,Noon,6,10,1,55,2,0,0,0,0,0,0,0,12,0.030303030303030307
98,3,71,9603,23,2,0,Evening,1,5,3,22,0,0,1,0,0,0,0,0,14,0.041884816753926704
99,3,86,19052,16,1,0,Evening,1,5,4,21,1,0,1,0,0,0,0,0,10,0.006233595800524934
100,3,86,19046,16,1,0,Evening,1,5,5,19,1,0,1,0,0,0,0,0,16,0.002039013117651057
101,3,86,19046,16,0,0,Evening,1,5,5,19,1,0,1,0,0,0,0,0,8,0.003051477658824284
102,3,74,17217,18,5,1,Noon,1,5,4,24,1,0,1,0,0,0,0,0,10,0.008146412230777816
103,3,77,15687,18,5,1,Noon,1,5,9,25,1,0,0,0,0,0,0,0,16,0.0024422624117028204
104,3,91,11179,32,4,0,Evening,15,9,2,25,1,0,1,0,1,0,0,0,10,0.007453117486776727
105,3,77,15687,18,4,0,Evening,1,5,9,25,1,0,0,0,0,0,0,0,16,0.004566515938145482
106,3,62,9603,23,3,0,Evening,1,5,3,22,0,0,1,0,0,0,0,1,14,0.05534351145038168
107,3,90,11282,38,1,0,Evening,15,9,3,25,1,0,1,0,2,0,0,0,15,0.008745275327947825
108,3,84,12519,27,1,0,Evening,15,6,5,33,0,0,0,0,0,0,0,1,12,0.005076684657724578
109,3,77,15687,18,3,0,Evening,1,5,9,20,1,0,0,0,0,0,0,0,7,0.002986647926914968
110,3,74,17353,15,1,0,Noon,10,42,7,30,0,0,0,0,2,0,0,0,8,0.004590400192156287
111,3,80,7775,22,1,0,Evening,10,42,0,31,0,0,1,0,0,0,0,0,14,0.16317991631799164
112,3,80,17347,15,0,0,Evening,1,5,7,30,0,0,0,0,1,0,0,0,7,0.004899723467661825
113,3,75,11938,30,6,1,Evening,15,12,3,26,0,0,1,0,0,0,0,0,12,0.0023578333654856068
114,3,118,17996,22,6,1,Evening,10,42,4,30,2,0,0,0,1,0,0,0,16,0.0011887825697191744
115,3,94,12274,18,6,1,Noon,15,6,4,24,1,0,0,0,0,0,0,1,12,0.004480004794653961
116,3,60,10492,39,2,0,Evening,15,9,3,25,1,0,2,0,0,0,0,0,16,0.003282255536501263
117,3,96,10229,34,3,0,Noon,1,5,2,18,1,0,2,0,0,0,0,0,10,0.004985550354058576
118,3,69,9642,24,3,0,Noon,1,5,3,22,0,0,1,0,0,0,0,0,14,0.04497354497354497
119,3,69,9642,24,1,0,Evening,1,5,3,22,0,0,1,0,0,0,0,0,14,0.0380952380952381
120,3,72,7325,66,1,0,Evening,15,9,2,30,1,0,0,0,0,0,0,0,16,0.0029775628779594478
121,3,61,13868,25,1,0,Evening,15,1,4,29,2,0,0,0,1,0,0,1,16,0.008931615190563852
122,3,84,10766,34,1,0,Noon,1,5,2,28,1,0,2,0,0,0,0,0,10,0.013873901649452751
123,3,84,12755,32,2,0,Evening,1,5,4,32,1,0,2,0,0,0,0,0,11,0.0034875665862456108
124,3,88,13661,34,0,0,Evening,15,1,3,33,0,0,1,0,3,0,0,0,12,0.006471568642171804
125,3,84,12755,32,0,0,Evening,1,5,4,32,1,0,2,0,0,0,0,0,8,0.01019453698935354
126,3,61,9642,24,5,1,Morning,1,5,3,22,0,0,1,0,0,0,0,1,14,0.08540925266903915
127,3,94,15119,24,5,1,Noon,1,5,8,29,1,0,1,0,0,0,0,0,16,0.004888243420353512
128,3,63,8302,39,4,0,Evening,15,31,3,27,1,0,1,0,0,0,0,0,5,0.002513690636502379
129,3,97,20850,16,4,0,Noon,1,5,7,35,2,0,1,0,0,0,0,0,16,0.0030372756557754256
130,3,82,9816,23,2,0,Evening,15,9,4,38,1,0,0,0,0,0,5499,0,12,0.0025426807119505995
131,3,124,13821,34,2,0,Evening,15,9,4,31,1,0,0,0,1,0,0,1,16,0.014396138042010287
132,3,97,20850,16,1,0,Evening,1,5,7,35,2,0,1,0,0,0,0,0,7,0.005284472540497827
133,3,83,9821,23,1,0,Evening,15,9,4,38,1,0,0,0,0,0,5499,0,12,0.006363095992126522
134,3,79,10474,26,1,0,Noon,10,42,4,39,0,0,2,0,0,0,0,0,12,0.07891156462585032
135,3,92,12347,33,0,0,Evening,15,9,4,29,0,0,1,0,0,0,0,0,16,0.003209132273555604
136,3,67,11438,13,6,1,Evening,6,26,3,40,0,0,1,0,0,0,0,0,14,0.030342156229825695
137,3,102,13399,37,5,1,Evening,15,9,3,32,0,0,0,0,0,0,0,0,16,0.010969344786929423
138,3,91,10683,89,5,1,Evening,6,26,7,50,1,0,1,0,0,0,0,0,12,0.03582478423709493
139,3,53,9526,21,5,1,Evening,1,5,4,21,0,0,1,0,0,0,0,0,12,0.06722689075630252
140,3,124,10332,81,4,0,Evening,6,26,6,51,0,0,1,0,0,0,0,0,14,0.025943396226415096
141,3,121,10777,49,4,0,Evening,15,9,3,27,1,0,0,0,1,0,0,0,16,0.0031356608840821657
142,3,84,15302,18,4,0,Noon,10,42,5,36,1,0,2,0,2,0,0,0,12,0.002556735812752049
143,3,81,7806,24,4,0,Evening,10,42,0,31,1,0,2,0,0,0,0,0,12,0.20496894409937888
144,3,95,6492,36,4,0,Evening,10,42,2,41,1,0,2,0,0,0,0,0,14,0.010138673593363777
145,3,85,9731,28,3,0,Evening,15,6,4,18,2,1,0,0,0,0,0,0,10,0.0119220703692934
146,3,73,11206,34,3,0,Evening,1,5,4,34,1,0,1,0,0,0,0,0,12,0.0023105243112860226
147,3,92,15144,16,3,0,Noon,10,42,5,21,0,0,1,0,1,0,0,0,12,0.0017811569544874519
148,3,96,10007,69,2,0,Evening,6,26,6,52,1,0,1,0,0,0,0,1,14,0.03515423057039462
149,3,69,8237,47,2,0,Evening,2,11,0,23,2,0,0,0,0,0,0,0,3,0.013490014227749382
150,3,89,9231,51,2,0,Evening,15,9,3,27,0,0,0,0,0,0,0,0,16,0.003889991053020578
151,3,90,1663,115,2,0,Noon,2,11,0,22,1,0,1,0,0,0,0,0,12,0.1513157894736842
152,3,92,4774,49,2,0,Evening,2,11,2,28,1,0,1,0,0,0,0,0,14,0.07104194857916102
153,3,69,8237,47,2,0,Evening,2,11,0,23,2,0,0,0,0,0,0,0,10,0.013641425389755012
154,3,88,9726,36,1,0,Evening,15,6,2,33,0,0,0,0,0,0,0,0,12,0.004874046315686347
155,3,77,9376,46,1,0,Evening,6,26,7,61,1,0,1,0,0,0,0,0,14,0.09553695955369597
156,3,68,10507,27,2,0,Noon,10,42,3,39,1,0,2,0,0,0,0,0,12,0.0898876404494382
157,3,71,9752,40,1,0,Evening,2,11,3,29,2,0,1,0,0,0,0,0,16,0.0014216303761022135
158,3,81,15144,16,2,0,Evening,10,42,5,21,0,0,1,0,1,0,0,0,12,0.0024907882006628373
159,3,71,9752,40,1,0,Morning,2,11,3,29,2,0,1,0,0,0,0,0,16,0.008381924198250729
160,3,87,11837,32,0,0,Evening,15,6,2,30,1,0,0,0,0,0,8000,0,12,0.0038098670407887454
161,3,77,8225,46,0,0,Evening,2,11,3,26,2,0,1,0,0,0,0,0,16,0.0021747755425918034
162,3,72,4966,59,5,1,Morning,2,11,2,28,1,0,2,0,0,0,0,1,14,0.05153508771929825
163,3,94,22015,17,5,1,Morning,2,11,4,27,1,0,1,0,0,0,0,0,16,0.002741849815535235
164,3,95,13017,27,4,0,Evening,15,9,2,25,1,0,1,0,1,0,0,0,15,0.0020382907476159283
165,3,73,14713,26,4,0,Evening,15,6,3,27,1,0,1,0,0,0,8000,1,12,0.002061554740663711
166,3,94,22015,17,4,0,Evening,2,11,4,27,1,0,1,0,0,0,0,0,10,0.011251758087201124
167,3,86,15027,16,4,0,Evening,6,26,5,42,1,0,1,0,0,0,0,1,16,0.005948200490189052
168,3,75,11089,39,3,0,Evening,6,26,2,32,2,0,0,0,0,0,0,0,14,0.09076069213189683
169,3,95,12254,20,3,0,Evening,6,26,5,42,1,0,1,0,0,0,0,0,12,0.005029614763326643
170,3,87,12505,39,3,0,Evening,15,9,4,21,0,0,0,0,0,0,0,0,16,0.006661341204186355
171,3,106,12542,37,3,0,Noon,6,26,4,47,2,0,0,0,0,0,0,0,14,0.23265306122448975
172,3,71,1655,112,3,0,Noon,2,11,0,22,1,0,1,0,0,0,0,0,12,0.125
173,3,77,10105,39,3,0,Evening,2,11,2,23,2,0,0,0,0,0,0,0,16,0.005346517577395154
174,3,113,12598,28,2,0,Evening,6,26,5,42,0,0,1,0,0,0,0,0,12,0.004030995221401655
175,3,85,6555,39,2,0,Evening,10,42,1,21,1,0,1,0,0,0,0,0,14,0.009145931405514458
176,3,88,7783,23,2,0,Evening,10,42,0,31,0,0,1,0,0,0,0,0,12,0.16714697406340054
177,3,97,12658,29,1,0,Evening,6,26,5,42,1,0,1,0,0,0,0,0,12,0.003085607323564681
178,3,72,4966,59,1,0,Evening,2,11,2,28,1,0,2,0,0,0,0,1,14,0.028669724770642207
179,3,67,10818,31,1,0,Evening,1,5,3,33,0,0,0,0,0,0,0,0,11,0.002274243847966118
180,3,80,15288,19,1,0,Evening,10,42,6,30,0,0,2,0,1,0,0,0,12,0.004562784405362194
181,3,77,10105,39,1,0,Evening,2,11,0,15,2,0,0,0,0,0,0,0,10,0.018399264029438818
182,3,102,12658,29,0,0,Evening,6,26,5,42,1,0,1,0,0,0,0,0,5,0.0045000207374227535
183,3,80,15288,19,0,0,Evening,10,42,6,30,0,0,2,0,1,0,0,0,12,0.00674113754965879
184,3,63,4966,59,5,1,Noon,2,11,2,28,1,0,2,0,0,0,0,0,14,0.08456659619450317
185,3,93,8488,55,5,1,Noon,2,11,2,39,2,0,1,0,0,0,0,1,10,0.02170333782367909
186,3,93,8488,55,5,1,Noon,2,11,3,36,2,0,1,0,0,0,0,1,16,0.008922896701269892
187,3,67,10818,31,4,0,Evening,1,5,3,33,0,0,0,0,0,0,0,0,7,0.0027264106211474627
188,3,93,8488,55,4,0,Evening,2,11,4,36,2,0,1,0,0,0,0,1,16,0.005764291829163893
189,3,104,15582,23,3,0,Evening,6,26,5,30,2,0,1,0,0,0,0,0,12,0.003924084628927815
190,3,67,9202,36,3,0,Evening,15,9,3,27,2,0,1,0,0,0,0,0,10,0.0008829081166656517
191,3,91,11999,19,3,0,Evening,15,9,4,21,0,0,0,0,0,0,0,0,16,0.01932652960607405
192,3,94,14346,34,3,0,Evening,2,11,2,24,2,0,0,0,0,0,0,0,10,0.02229447282861124
193,3,90,17317,40,2,0,Evening,15,9,3,34,0,0,0,0,0,0,0,0,16,0.003715836307632132
194,3,98,15851,24,2,0,Evening,6,26,10,20,2,0,1,0,0,0,0,0,12,0.006637644929097884
195,3,83,1686,116,2,0,Evening,2,11,0,22,1,0,1,0,0,0,0,1,12,0.08403361344537816
196,3,93,14350,34,2,0,Evening,2,11,3,27,2,0,0,0,0,0,0,0,16,0.0032884116373898377
197,3,42,7188,62,2,0,Noon,6,10,2,24,2,0,0,0,0,0,0,0,14,0.015555555555555557
198,3,99,15916,25,1,0,Evening,6,26,10,22,1,0,1,0,0,0,0,0,8,0.008628337404450277
199,3,79,4966,59,1,0,Evening,2,11,2,28,1,0,2,0,0,0,0,1,14,0.06472491909385113
200,3,99,14976,26,1,0,Evening,2,11,5,23,2,0,1,0,0,0,0,0,16,0.006021748188771053
201,3,94,17918,22,1,0,Evening,2,11,2,25,2,0,1,0,0,0,0,0,10,0.018503221543036512
202,3,67,9202,36,1,0,Evening,15,9,3,27,2,0,1,0,0,0,0,0,12,0.006948488538302716
203,3,99,14976,26,0,0,Evening,2,11,5,23,2,0,1,0,0,0,0,0,16,0.004296786905482557
204,3,125,13438,8,6,1,Evening,6,26,4,23,6,0,0,0,0,0,0,0,12,0.008719155985700585
205,3,73,4938,57,5,1,Morning,2,11,2,28,0,0,2,0,0,0,0,0,14,0.07692307692307693
206,3,77,23961,15,5,1,Morning,2,11,5,26,1,0,1,0,1,0,0,0,10,0.010164569215876091
207,3,77,23956,15,5,1,Noon,2,11,10,21,1,0,1,0,1,0,0,0,16,0.003054600992745323
208,3,91,11999,19,4,0,Evening,15,9,4,21,0,0,0,0,0,0,0,0,10,0.007298034421141728
209,3,118,15906,24,4,0,Evening,6,26,10,22,1,0,1,0,0,0,0,0,16,0.0057208990359956325
210,3,68,19555,22,5,1,Noon,1,5,7,35,2,0,0,0,0,0,0,0,5,0.0024084954202094663
211,3,42,7212,66,4,0,Morning,6,10,2,25,2,0,0,0,0,0,0,0,14,0.03084549710823465
212,3,103,13444,8,3,0,Evening,6,26,4,23,6,0,0,0,0,0,0,0,4,0.001626842907981698
213,3,91,13017,27,3,0,Evening,15,9,2,25,1,0,1,0,1,0,0,0,15,0.003714732156018751
214,3,83,1686,116,3,0,Evening,2,11,0,22,1,0,1,0,0,0,0,1,12,0.12396694214876032
215,3,68,19544,21,3,0,Evening,1,5,7,31,2,0,0,0,0,0,0,0,8,0.001934805467928496
216,3,68,19555,22,2,0,Evening,1,5,7,35,2,0,0,0,0,0,0,0,5,0.0025632362022160343
217,3,88,9147,36,2,0,Evening,2,11,2,34,1,0,1,0,2,0,0,0,10,0.007405693126591067
218,3,88,10641,32,2,0,Evening,2,11,4,29,1,0,1,0,2,0,0,0,16,0.004424900749889722
219,3,79,4938,57,2,0,Evening,2,11,2,28,0,0,2,0,0,0,0,1,14,0.03292181069958848
220,3,115,13440,8,2,0,Noon,6,26,4,19,6,0,0,0,0,0,0,0,2,0.02036566573653742
221,3,82,9147,36,1,0,Evening,2,11,2,34,1,0,1,0,2,0,0,0,10,0.019953262628078373
222,3,91,9418,24,1,0,Evening,10,42,0,30,1,0,1,0,0,0,0,0,12,0.2383879781420765
223,3,94,9656,29,1,0,Evening,10,42,1,31,1,0,1,0,2,0,0,0,14,0.1656891495601173
224,3,82,10641,32,1,0,Evening,2,11,4,29,1,0,1,0,2,0,0,0,16,0.004402134179538632
225,3,98,12091,28,1,0,Noon,10,42,5,38,2,0,0,0,0,0,0,0,12,0.0060561958639468545
226,3,78,9631,34,0,0,Evening,1,5,3,44,0,0,1,0,0,0,0,0,8,0.0036009534919105345
227,3,88,14935,21,5,1,Noon,2,11,9,27,1,0,1,0,0,0,0,0,16,0.010160163691526142
228,3,73,4943,58,5,1,Noon,2,11,2,28,0,0,2,0,0,0,0,1,14,0.09977324263038548
229,3,65,11496,31,4,0,Evening,15,9,3,35,2,0,0,0,1,0,0,0,16,0.008669511249030256
230,3,85,12081,28,0,0,Evening,10,42,5,38,2,0,0,0,1,0,0,0,12,0.0036613701973854064
231,3,82,10467,40,4,0,Noon,1,5,4,19,0,0,1,0,0,0,0,0,8,0.0014386962110402245
232,3,54,1576,87,3,0,Evening,9,34,0,0,0,1,3,0,0,0,0,0,6,0.0
233,3,71,12934,19,3,0,Evening,2,11,1,16,1,0,1,0,0,0,0,0,10,0.010222335803731152
234,3,52,13583,28,3,0,Evening,15,9,3,35,1,0,1,0,0,0,0,0,16,0.008097085049382223
235,3,71,12934,19,3,0,Evening,2,11,2,23,1,0,1,0,0,0,0,0,15,0.0041780114543235386
236,3,85,12081,28,3,0,Evening,10,42,5,38,2,0,0,0,1,0,0,0,12,0.0059444008802772355
237,3,74,6950,51,2,0,Evening,15,9,3,43,2,0,0,0,1,0,0,0,12,0.0031814353887901193
238,3,82,10467,40,2,0,Evening,1,5,4,19,0,0,1,0,0,0,0,0,10,0.003209170660612685
239,3,65,12934,19,2,0,Evening,2,11,1,16,1,0,1,0,0,0,0,0,10,0.017537097706687224
240,3,73,4901,55,1,0,Evening,2,11,2,17,0,0,2,0,0,0,0,0,14,0.10287081339712917
241,3,69,8332,41,0,0,Evening,2,11,1,20,1,0,0,0,0,0,0,0,14,0.33707865168539325
242,3,88,12099,18,5,1,Noon,15,31,4,39,1,0,0,0,0,0,0,1,12,0.0022905759162303663
243,3,77,12088,39,5,1,Noon,2,11,3,22,0,0,2,0,0,0,0,0,16,0.005719775677547646
244,3,84,4943,58,5,1,Morning,2,11,2,28,0,0,2,0,0,0,0,0,14,0.11320754716981132
245,3,77,10611,45,5,1,Noon,2,11,1,23,0,0,2,0,0,0,0,0,10,0.024661893396976928
246,3,69,8332,41,5,1,Morning,2,11,1,20,1,0,0,0,0,0,0,0,14,0.3710407239819005
247,3,80,18623,19,4,0,Evening,15,12,7,22,2,0,0,0,0,0,0,0,12,0.003030656253642616
248,3,71,8698,48,5,1,Noon,6,26,2,40,1,0,1,0,0,0,0,0,14,0.15916359163591634
249,3,77,12088,39,4,0,Evening,2,11,3,22,0,0,2,0,0,0,0,0,16,0.005219230163550876
250,3,81,17044,27,4,0,Evening,2,11,5,34,1,0,1,0,0,0,0,0,3,0.030082987551867217
251,3,78,8818,24,4,0,Noon,6,26,3,35,1,0,2,0,0,0,0,0,13,0.040552945623413786
252,3,78,14517,32,3,0,Evening,15,31,3,30,1,0,2,0,3,0,0,0,5,0.0
253,3,69,8332,41,4,0,Noon,2,11,1,20,1,0,0,0,0,0,0,0,14,0.3228346456692913
254,3,90,10809,47,3,0,Evening,2,11,6,27,0,0,1,0,0,0,0,0,15,0.0027240970419510945
